key,english_source,current_telugu_translation,status,reviewer_notes
reels.intro_body,"A short video lets employers see the real you — far more than a profile can. Speak naturally, like you would in person.","ఒక చిన్న వీడియో, ప్రొఫైల్ కంటే ఎక్కువగా అసలైన మిమ్మల్ని యజమానులకు చూపిస్తుంది. ముఖాముఖి మాట్లాడినట్టు సహజంగా మాట్లాడండి.",translated,
reels.tip_1,"Say your name, your trade and your years of experience","మీ పేరు, మీ పని, ఎన్ని సంవత్సరాల అనుభవం ఉందో చెప్పండి",translated,
reels.tip_2,Find good light and a quiet spot — keep it under 30 seconds,"మంచి వెలుతురు, నిశ్శబ్ద ప్రదేశం ఎంచుకోండి — 30 సెకన్లలోపు ఉంచండి",translated,
reels.tip_3,End with the kind of work you're looking for,మీరు ఎలాంటి పని వెతుకుతున్నారో చివర్లో చెప్పండి,translated,
reels.caption_label,Add a caption (optional),శీర్షిక జోడించండి (ఐచ్ఛికం),translated,
reels.caption_placeholder,"e.g. Electrician, 8 years, available now","ఉదా. ఎలక్ట్రీషియన్, 8 సంవత్సరాలు, ఇప్పుడు అందుబాటులో",translated,
reels.upload,Upload reel,రీల్ అప్‌లోడ్ చేయి,translated,
reels.uploading,Uploading…,అప్‌లోడ్ అవుతోంది…,translated,
reels.retake,Retake,మళ్లీ రికార్డ్ చేయి,translated,
reels.saved_note,Your reel is live — employers can see it in Hire Reels.,మీ రీల్ ప్రత్యక్షంగా ఉంది — యజమానులు హైర్ రీల్స్‌లో చూడవచ్చు.,translated,
reels.record_again,Record again,మళ్లీ రికార్డ్ చేయి,translated,
reels.remove,Remove reel,రీల్ తొలగించు,translated,
reels.removing,Removing…,తొలగిస్తోంది…,translated,
reels.record_camera,Record with camera,కెమెరాతో రికార్డ్ చేయి,translated,
reels.choose_gallery,Choose from gallery,గ్యాలరీ నుండి ఎంచుకో,translated,
reels.capture_failed,Couldn't capture the video. Please try again.,వీడియోను క్యాప్చర్ చేయలేకపోయాం. మళ్లీ ప్రయత్నించండి.,translated,
reels.error_generic,Something went wrong. Please try again.,ఏదో పొరపాటు జరిగింది. మళ్లీ ప్రయత్నించండి.,translated,
reels.feed_worker_fallback,Doondo worker,దూండో కార్మికుడు,translated,
reels.feed_empty_title,No reels yet,ఇంకా రీల్స్ లేవు,translated,
reels.feed_empty_body,Worker intro reels will appear here as people record them. Check back soon.,ప్రజలు రికార్డ్ చేసే కొద్దీ కార్మికుల పరిచయ రీల్స్ ఇక్కడ కనిపిస్తాయి. కొద్దిసేపటి తర్వాత చూడండి.,translated,
reels.feed_title,Hire Reels,హైర్ రీల్స్,translated,
reels.feed_card_title,Discover talent in reels,రీల్స్‌లో ప్రతిభను కనుగొనండి,translated,
reels.feed_card_subtitle,Swipe through worker intro videos,కార్మికుల పరిచయ వీడియోలను స్వైప్ చేయండి,translated,
reels.menu_label,My intro reel,నా పరిచయ రీల్,translated,
reels.menu_subtitle,Record a short video for employers,యజమానుల కోసం ఒక చిన్న వీడియోను రికార్డ్ చేయండి,translated,
reels.video_unavailable_title,Video unavailable,వీడియో అందుబాటులో లేదు,translated,
reels.video_unavailable_body,This reel couldn't be loaded right now.,ఈ రీల్‌ను ఇప్పుడు లోడ్ చేయలేకపోయాం.,translated,
reels.video_loading,Loading reel…,రీల్ లోడ్ అవుతోంది…,translated,
smart_resume.card_title,Smart Resume,స్మార్ట్ రెజ్యూమ్,translated,
smart_resume.card_body,"Get an AI-tailored version of your resume for this job — your skills and experience, retold to fit.","ఈ ఉద్యోగం కోసం మీ రెజ్యూమ్ యొక్క AI-అనుకూలీకరించిన వెర్షన్‌ను పొందండి — మీ నైపుణ్యాలు మరియు అనుభవం, ఈ ఉద్యోగానికి తగినట్టు.",translated,
smart_resume.card_cta,Tailor my resume for this job,ఈ ఉద్యోగం కోసం నా రెజ్యూమ్‌ను సిద్ధం చేయి,translated,
smart_resume.back,Back,వెనుకకు,translated,
smart_resume.title,Smart Resume,స్మార్ట్ రెజ్యూమ్,translated,
smart_resume.for_job,Tailored for: {{job}},దీని కోసం సిద్ధం చేయబడింది: {{job}},translated,
smart_resume.loading,Tailoring your resume…,మీ రెజ్యూమ్ సిద్ధం చేయబడుతోంది…,translated,
smart_resume.error,Could not tailor your resume right now. Please try again.,ప్రస్తుతం మీ రెజ్యూమ్‌ను సిద్ధం చేయలేకపోయాం. దయచేసి మళ్లీ ప్రయత్నించండి.,translated,
smart_resume.retry,Try again,మళ్లీ ప్రయత్నించండి,translated,
smart_resume.pitch_label,WHY YOU FIT,మీరు ఎందుకు సరిపోతారు,translated,
smart_resume.summary_label,Your summary,మీ సారాంశం,translated,
smart_resume.skills_label,Your skills for this job,ఈ ఉద్యోగం కోసం మీ నైపుణ్యాలు,translated,
smart_resume.skills_hint,Ordered most-relevant first. ✓ means this job asked for it.,అత్యంత సంబంధితమైనవి ముందు. ✓ అంటే ఈ ఉద్యోగం దీన్ని అడిగింది.,translated,
smart_resume.experience_label,"Your experience, retold","మీ అనుభవం, మళ్లీ చెప్పబడింది",translated,
smart_resume.save_cta,Save summary to my profile,సారాంశాన్ని నా ప్రొఫైల్‌లో సేవ్ చేయి,translated,
smart_resume.saved,Saved to your profile,మీ ప్రొఫైల్‌లో సేవ్ చేయబడింది,translated,
