key,english_source,current_kannada_translation,status,reviewer_notes
smart_resume.card_cta,Tailor my resume for this job,ಈ ಕೆಲಸಕ್ಕಾಗಿ ನನ್ನ ರೆಸ್ಯೂಮ್ ಸಿದ್ಧಪಡಿಸಿ,translated,
smart_resume.back,Back,ಹಿಂದೆ,translated,
smart_resume.title,Smart Resume,ಸ್ಮಾರ್ಟ್ ರೆಸ್ಯೂಮ್,translated,
smart_resume.for_job,Tailored for: {{job}},ಇದಕ್ಕಾಗಿ ಸಿದ್ಧಪಡಿಸಲಾಗಿದೆ: {{job}},translated,
smart_resume.loading,Tailoring your resume…,ನಿಮ್ಮ ರೆಸ್ಯೂಮ್ ಸಿದ್ಧಪಡಿಸಲಾಗುತ್ತಿದೆ…,translated,
smart_resume.error,Could not tailor your resume right now. Please try again.,ಈಗ ನಿಮ್ಮ ರೆಸ್ಯೂಮ್ ಸಿದ್ಧಪಡಿಸಲಾಗಲಿಲ್ಲ. ದಯವಿಟ್ಟು ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.,translated,
smart_resume.retry,Try again,ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ,translated,
smart_resume.pitch_label,WHY YOU FIT,ನೀವು ಏಕೆ ಸೂಕ್ತ,translated,
smart_resume.summary_label,Your summary,ನಿಮ್ಮ ಸಾರಾಂಶ,translated,
smart_resume.skills_label,Your skills for this job,ಈ ಕೆಲಸಕ್ಕಾಗಿ ನಿಮ್ಮ ಕೌಶಲ್ಯಗಳು,translated,
smart_resume.skills_hint,Ordered most-relevant first. ✓ means this job asked for it.,ಹೆಚ್ಚು ಸೂಕ್ತವಾದವು ಮೊದಲು. ✓ ಎಂದರೆ ಈ ಕೆಲಸ ಇದನ್ನು ಕೇಳಿದೆ.,translated,
smart_resume.experience_label,"Your experience, retold","ನಿಮ್ಮ ಅನುಭವ, ಮರು ವಿವರಿಸಲಾಗಿದೆ",translated,
smart_resume.save_cta,Save summary to my profile,ಸಾರಾಂಶವನ್ನು ನನ್ನ ಪ್ರೊಫೈಲ್‌ಗೆ ಉಳಿಸಿ,translated,
smart_resume.saved,Saved to your profile,ನಿಮ್ಮ ಪ್ರೊಫೈಲ್‌ಗೆ ಉಳಿಸಲಾಗಿದೆ,translated,
smart_resume.save_hint,Updates the bio on your Doondo profile.,ನಿಮ್ಮ ಡೂಂಡೋ ಪ್ರೊಫೈಲ್‌ನ ಬಯೋ ನವೀಕರಿಸುತ್ತದೆ.,translated,
smart_resume.done,Done,ಮುಗಿದಿದೆ,translated,
smart_resume.summary_edit_hint,Edit it to sound like you,ಅದನ್ನು ನಿಮ್ಮ ಶೈಲಿಗೆ ಸಂಪಾದಿಸಿ,translated,
smart_resume.before_label,Your current profile summary,ನಿಮ್ಮ ಪ್ರಸ್ತುತ ಪ್ರೊಫೈಲ್ ಸಾರಾಂಶ,translated,
smart_resume.listen,Listen,ಕೇಳಿ,translated,
smart_resume.stop,Stop,ನಿಲ್ಲಿಸಿ,translated,
smart_resume.gap_label,Skills to build for this job,ಈ ಕೆಲಸಕ್ಕಾಗಿ ಕಲಿಯಬೇಕಾದ ಕೌಶಲ್ಯಗಳು,translated,
smart_resume.gap_hint,This job asks for these — a short course closes the gap.,ಈ ಕೆಲಸ ಇವುಗಳನ್ನು ಕೇಳುತ್ತದೆ — ಒಂದು ಸಣ್ಣ ಕೋರ್ಸ್ ಕೊರತೆಯನ್ನು ತುಂಬುತ್ತದೆ.,translated,
smart_resume.gap_cta,Find a course,ಕೋರ್ಸ್ ಹುಡುಕಿ,translated,
smart_resume.step_reading,Reading the job,ಕೆಲಸವನ್ನು ಓದಲಾಗುತ್ತಿದೆ,translated,
smart_resume.step_matching,Matching your skills,ನಿಮ್ಮ ಕೌಶಲ್ಯಗಳನ್ನು ಹೊಂದಿಸಲಾಗುತ್ತಿದೆ,translated,
smart_resume.step_writing,Writing your summary,ನಿಮ್ಮ ಸಾರಾಂಶವನ್ನು ಬರೆಯಲಾಗುತ್ತಿದೆ,translated,
smart_resume.save_job_cta,Save for this job,ಈ ಕೆಲಸಕ್ಕಾಗಿ ಉಳಿಸಿ,translated,
smart_resume.saved_for_job,Saved — the employer will see this,ಉಳಿಸಲಾಗಿದೆ — ಉದ್ಯೋಗದಾತ ಇದನ್ನು ನೋಡುತ್ತಾರೆ,translated,
smart_resume.save_job_hint,Saved for this job; attached when you apply.,ಈ ಕೆಲಸಕ್ಕಾಗಿ ಉಳಿಸಲಾಗಿದೆ; ಅರ್ಜಿ ಸಲ್ಲಿಸುವಾಗ ಲಗತ್ತಿಸಲಾಗುತ್ತದೆ.,translated,
festival.greeting,Happy {{festival}}!,{{festival}} ಶುಭಾಶಯಗಳು!,translated,
festival.banner_sub,Festival hiring is up — see jobs picked for the season.,ಹಬ್ಬದ ನೇಮಕಾತಿ ಹೆಚ್ಚಿದೆ — ಈ ಋತುವಿನ ಕೆಲಸಗಳನ್ನು ನೋಡಿ.,translated,
festival.banner_cta,See jobs,ಕೆಲಸಗಳನ್ನು ನೋಡಿ,translated,
festival.board_title,{{festival}} jobs,{{festival}} ಕೆಲಸಗಳು,translated,
festival.board_title_generic,Festival jobs,ಹಬ್ಬದ ಕೆಲಸಗಳು,translated,
festival.board_sub,Trades that hire most this festival season.,ಈ ಹಬ್ಬದ ಋತುವಿನಲ್ಲಿ ಹೆಚ್ಚು ನೇಮಕಾತಿಯಾಗುವ ಕೆಲಸಗಳು.,translated,
festival.board_empty,No festival jobs near you yet — check back soon.,ನಿಮ್ಮ ಹತ್ತಿರ ಇನ್ನೂ ಹಬ್ಬದ ಕೆಲಸಗಳಿಲ್ಲ — ಶೀಘ್ರದಲ್ಲೇ ಮತ್ತೆ ನೋಡಿ.,translated,
festival.none_active,No festival is on right now. Come back during the season!,ಈಗ ಯಾವುದೇ ಹಬ್ಬವಿಲ್ಲ. ಋತುವಿನಲ್ಲಿ ಮತ್ತೆ ಬನ್ನಿ!,translated,
festival.need_location,Set your location to see festival jobs near you.,ಹತ್ತಿರದ ಹಬ್ಬದ ಕೆಲಸಗಳನ್ನು ನೋಡಲು ನಿಮ್ಮ ಸ್ಥಳವನ್ನು ಹೊಂದಿಸಿ.,translated,
festival.tag,Festival pick,ಹಬ್ಬದ ಆಯ್ಕೆ,translated,
festival.celebration,Hired during {{festival}}!,{{festival}} ಸಮಯದಲ್ಲಿ ಆಯ್ಕೆಯಾಗಿದ್ದೀರಿ!,translated,
festival.countdown,{{festival}} in {{days}} days,{{festival}} {{days}} ದಿನಗಳಲ್ಲಿ,translated,
festival.countdown_sub,Festival hiring is starting — get in early.,ಹಬ್ಬದ ನೇಮಕಾತಿ ಆರಂಭವಾಗುತ್ತಿದೆ — ಮೊದಲೇ ಸೇರಿ.,translated,
festival.board_count,{{count}} festival jobs near you,{{count}} ಹಬ್ಬದ ಕೆಲಸಗಳು ನಿಮ್ಮ ಹತ್ತಿರ,translated,
festival.urgent,Urgent,ತುರ್ತು,translated,
score_qr.back,Back,ಹಿಂದೆ,translated,
score_qr.title,Score QR code,ಸ್ಕೋರ್ QR ಕೋಡ್,translated,
score_qr.subtitle,"Your verified Doondo Score, ready to share.","ನಿಮ್ಮ ಪರಿಶೀಲಿತ ಡೂಂಡೋ ಸ್ಕೋರ್, ಹಂಚಿಕೊಳ್ಳಲು ಸಿದ್ಧ.",translated,
score_qr.error,Could not create your score QR right now. Please try again.,ಈಗ ನಿಮ್ಮ ಸ್ಕೋರ್ QR ರಚಿಸಲಾಗಲಿಲ್ಲ. ದಯವಿಟ್ಟು ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.,translated,
score_qr.retry,Try again,ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ,translated,
score_qr.score_label,DOONDO SCORE / 100,ಡೂಂಡೋ ಸ್ಕೋರ್ / 100,translated,
score_qr.scan_hint,Anyone can scan this with a phone camera to verify your score — no Doondo app needed.,ಯಾರಾದರೂ ಫೋನ್ ಕ್ಯಾಮೆರಾದಿಂದ ಇದನ್ನು ಸ್ಕ್ಯಾನ್ ಮಾಡಿ ನಿಮ್ಮ ಸ್ಕೋರ್ ಪರಿಶೀಲಿಸಬಹುದು — ಡೂಂಡೋ ಆ್ಯಪ್ ಅಗತ್ಯವಿಲ್ಲ.,translated,
score_qr.valid_until,Valid until {{date}},{{date}} ವರೆಗೆ ಮಾನ್ಯ,translated,
score_qr.share,Share verification link,ಪರಿಶೀಲನೆ ಲಿಂಕ್ ಹಂಚಿಕೊಳ್ಳಿ,translated,
score_qr.share_message,My Doondo Score is {{score}}/100. Verify it here: {{url}},ನನ್ನ ಡೂಂಡೋ ಸ್ಕೋರ್ {{score}}/100. ಇಲ್ಲಿ ಪರಿಶೀಲಿಸಿ: {{url}},translated,
score_qr.authentic_note,The QR links to a Doondo page that confirms this score is genuine and unmodified.,"QR ಒಂದು ಡೂಂಡೋ ಪುಟಕ್ಕೆ ಲಿಂಕ್ ಆಗುತ್ತದೆ, ಅದು ಈ ಸ್ಕೋರ್ ನಿಜ ಮತ್ತು ಬದಲಾಗಿಲ್ಲ ಎಂದು ಖಚಿತಪಡಿಸುತ್ತದೆ.",translated,
score_qr.passport_cta,Share score as QR,ಸ್ಕೋರ್ ಅನ್ನು QR ಆಗಿ ಹಂಚಿಕೊಳ್ಳಿ,translated,
score_qr.verified,VERIFIED,ಪರಿಶೀಲಿಸಲಾಗಿದೆ,translated,
score_qr.save,Save to photos,ಫೋಟೋಗಳಲ್ಲಿ ಉಳಿಸಿ,translated,
score_qr.saved_photo,Saved to your photos,ನಿಮ್ಮ ಫೋಟೋಗಳಲ್ಲಿ ಉಳಿಸಲಾಗಿದೆ,translated,
score_qr.refresh,Refresh score,ಸ್ಕೋರ್ ರಿಫ್ರೆಶ್ ಮಾಡಿ,translated,
score_qr.save_permission,Allow photo access to save your score card.,ನಿಮ್ಮ ಸ್ಕೋರ್ ಕಾರ್ಡ್ ಉಳಿಸಲು ಫೋಟೋ ಪ್ರವೇಶವನ್ನು ಅನುಮತಿಸಿ.,translated,
score_qr.action_error,Something went wrong. Please try again.,ಏನೋ ತಪ್ಪಾಗಿದೆ. ದಯವಿಟ್ಟು ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.,translated,
passport_qr.back,Back,,MISSING — needs translation,
passport_qr.title,Skill Passport QR,,MISSING — needs translation,
passport_qr.subtitle,"Your verified Skill Passport, ready to share.",,MISSING — needs translation,
passport_qr.error,Could not create your Skill Passport QR right now. Please try again.,,MISSING — needs translation,
passport_qr.retry,Try again,,MISSING — needs translation,
passport_qr.score_label,DOONDO SCORE / 100,,MISSING — needs translation,
passport_qr.jobs_label,Jobs done,,MISSING — needs translation,
passport_qr.skills_label,Verified skills,,MISSING — needs translation,
passport_qr.rating_label,Rating,,MISSING — needs translation,
passport_qr.scan_hint,"Anyone can scan this with a phone camera to verify your skills, jobs, and rating — no Doondo app needed.",,MISSING — needs translation,
passport_qr.valid_until,Valid until {{date}},,MISSING — needs translation,
passport_qr.share,Share,,MISSING — needs translation,
passport_qr.share_cta,Share Skill Passport as QR,,MISSING — needs translation,
passport_qr.verified,VERIFIED,,MISSING — needs translation,
passport_qr.save,Save to photos,,MISSING — needs translation,
passport_qr.saved_photo,Saved to your photos,,MISSING — needs translation,
passport_qr.refresh,Refresh,,MISSING — needs translation,
passport_qr.save_permission,Allow photo access to save your passport card.,,MISSING — needs translation,
passport_qr.action_error,Something went wrong. Please try again.,,MISSING — needs translation,
passport_qr.authentic_note,The QR links to a Doondo page that confirms this Skill Passport is genuine and unmodified.,,MISSING — needs translation,
skill_proof.section_title,Proof of your skills,ನಿಮ್ಮ ಕೌಶಲ್ಯದ ಪುರಾವೆ,translated,
skill_proof.section_hint,"Attach a certificate, licence, or photo for any skill. Employers see this on your application.","ಯಾವುದೇ ಕೌಶಲ್ಯಕ್ಕೆ ಪ್ರಮಾಣಪತ್ರ, ಪರವಾನಗಿ ಅಥವಾ ಫೋಟೋ ಸೇರಿಸಿ. ಉದ್ಯೋಗದಾತರು ಇದನ್ನು ನಿಮ್ಮ ಅರ್ಜಿಯಲ್ಲಿ ನೋಡುತ್ತಾರೆ.",translated,
skill_proof.add,Add proof,ಪುರಾವೆ ಸೇರಿಸಿ,translated,
skill_proof.none_yet,No proof attached yet,ಇನ್ನೂ ಯಾವುದೇ ಪುರಾವೆ ಸೇರಿಸಿಲ್ಲ,translated,
skill_proof.add_title,Add proof,ಪುರಾವೆ ಸೇರಿಸಿ,translated,
skill_proof.add_body,"Attach a certificate, licence, or photo for this skill.","ಈ ಕೌಶಲ್ಯಕ್ಕೆ ಪ್ರಮಾಣಪತ್ರ, ಪರವಾನಗಿ ಅಥವಾ ಫೋಟೋ ಸೇರಿಸಿ.",translated,
skill_proof.opt_camera,Take a photo,ಫೋಟೋ ತೆಗೆಯಿರಿ,translated,
skill_proof.opt_gallery,Choose a photo,ಫೋಟೋ ಆಯ್ಕೆಮಾಡಿ,translated,
skill_proof.opt_pdf,Choose a PDF,PDF ಆಯ್ಕೆಮಾಡಿ,translated,
skill_proof.cancel,Cancel,ರದ್ದುಮಾಡಿ,translated,
skill_proof.error_title,Couldn't attach file,ಫೈಲ್ ಸೇರಿಸಲಾಗಲಿಲ್ಲ,translated,
skill_proof.error_generic,Something went wrong. Please try again.,ಏನೋ ತಪ್ಪಾಗಿದೆ. ದಯವಿಟ್ಟು ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.,translated,
skill_proof.remove_a11y,Remove {{name}},{{name}} ತೆಗೆದುಹಾಕಿ,translated,
location_picker.title,Search a place,ಸ್ಥಳವನ್ನು ಹುಡುಕಿ,translated,
location_picker.search_placeholder,City or area — e.g. Bengaluru,ನಗರ ಅಥವಾ ಪ್ರದೇಶ — ಉದಾ. ಬೆಂಗಳೂರು,translated,
location_picker.use_my_location,Use my location,ನನ್ನ ಸ್ಥಳವನ್ನು ಬಳಸಿ,translated,
location_picker.use_my_location_hint,Jobs nearest to where you are,ನೀವು ಇರುವ ಸ್ಥಳದ ಹತ್ತಿರದ ಕೆಲಸಗಳು,translated,
location_picker.search_anywhere,"Search ""{{query}}""","""{{query}}"" ಹುಡುಕಿ",translated,
location_picker.search_anywhere_hint,Find this place anywhere,ಈ ಸ್ಥಳವನ್ನು ಎಲ್ಲಿಯಾದರೂ ಹುಡುಕಿ,translated,
location_picker.not_found,Couldn't find that place — check the spelling,ಆ ಸ್ಥಳ ಸಿಗಲಿಲ್ಲ — ಕಾಗುಣಿತ ಪರಿಶೀಲಿಸಿ,translated,
location_picker.popular,PLACES HIRING NOW,ಈಗ ನೇಮಕ ಮಾಡುತ್ತಿರುವ ಸ್ಥಳಗಳು,translated,
location_picker.results,PLACES WITH JOBS,ಕೆಲಸಗಳಿರುವ ಸ್ಥಳಗಳು,translated,
location_picker.jobs_count,{{count}} jobs,{{count}} ಕೆಲಸಗಳು,translated,
location_picker.no_job_cities,No matching cities have jobs yet — try searching it as a place above.,ಹೊಂದುವ ಯಾವುದೇ ನಗರದಲ್ಲಿ ಇನ್ನೂ ಕೆಲಸಗಳಿಲ್ಲ — ಮೇಲೆ ಅದನ್ನು ಸ್ಥಳವಾಗಿ ಹುಡುಕಿ.,translated,
location_picker.no_cities_yet,No jobs posted anywhere yet.,ಇನ್ನೂ ಎಲ್ಲಿಯೂ ಯಾವುದೇ ಕೆಲಸ ಪೋಸ್ಟ್ ಆಗಿಲ್ಲ.,translated,
location_picker.recent,RECENT,ಇತ್ತೀಚಿನ,translated,
location_picker.home_town,Your home town,ನಿಮ್ಮ ತವರು ಊರು,translated,
account_switcher.title,SWITCH ACCOUNT,ಖಾತೆ ಬದಲಿಸಿ,translated,
account_switcher.add_employer,Add Employer account,ಉದ್ಯೋಗದಾತ ಖಾತೆ ಸೇರಿಸಿ,translated,
account_switcher.add_another,Add another account,ಇನ್ನೊಂದು ಖಾತೆ ಸೇರಿಸಿ,translated,
account_switcher.add_employer_hint,Post jobs and hire workers,ಉದ್ಯೋಗಗಳನ್ನು ಪೋಸ್ಟ್ ಮಾಡಿ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ನೇಮಿಸಿಕೊಳ್ಳಿ,translated,
account_switcher.add_another_hint,Sign in or sign up — keeps this account active,ಸೈನ್ ಇನ್ ಅಥವಾ ಸೈನ್ ಅಪ್ ಮಾಡಿ — ಈ ಖಾತೆ ಸಕ್ರಿಯವಾಗಿರುತ್ತದೆ,translated,
account_switcher.role_employer,Employer · Hiring,ಉದ್ಯೋಗದಾತ · ನೇಮಕಾತಿ,translated,
account_switcher.role_seeker,Seeker · Looking for work,ಹುಡುಕುವವರು · ಕೆಲಸ ಹುಡುಕುತ್ತಿದ್ದಾರೆ,translated,
account_switcher.role_admin,Admin,ನಿರ್ವಾಹಕ,translated,
account_switcher.switching_to,Switching to {{name}}…,{{name}} ಗೆ ಬದಲಾಗುತ್ತಿದೆ…,translated,
account_switcher.switch_failed_title,Couldn't switch account,ಖಾತೆ ಬದಲಿಸಲು ಸಾಧ್ಯವಾಗಲಿಲ್ಲ,translated,
account_switcher.switch_failed_body,Something went wrong. Check your connection and try again.,ಏನೋ ತಪ್ಪಾಯಿತು. ನಿಮ್ಮ ಸಂಪರ್ಕವನ್ನು ಪರಿಶೀಲಿಸಿ ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.,translated,
account_switcher.remove_hint,Press and hold an account to remove it from this device.,ಖಾತೆಯನ್ನು ಈ ಸಾಧನದಿಂದ ತೆಗೆದುಹಾಕಲು ಒತ್ತಿ ಹಿಡಿಯಿರಿ.,translated,
account_switcher.remove_title,Remove account?,ಖಾತೆ ತೆಗೆದುಹಾಕಬೇಕೇ?,translated,
account_switcher.remove_body,{{name}} will be removed from this device. You can sign in again any time.,{{name}} ಅನ್ನು ಈ ಸಾಧನದಿಂದ ತೆಗೆದುಹಾಕಲಾಗುತ್ತದೆ. ನೀವು ಯಾವಾಗ ಬೇಕಾದರೂ ಮತ್ತೆ ಸೈನ್ ಇನ್ ಮಾಡಬಹುದು.,translated,
account_switcher.remove_cancel,Cancel,ರದ್ದುಮಾಡಿ,translated,
account_switcher.remove_confirm,Remove,ತೆಗೆದುಹಾಕಿ,translated,
account_switcher.updates_a11y,{{count}} updates waiting,{{count}} ಅಪ್‌ಡೇಟ್‌ಗಳು ಕಾಯುತ್ತಿವೆ,translated,
account_pill.switch_to,Switch to {{name}},,MISSING — needs translation,
account_pill.open_switcher,Open account switcher,,MISSING — needs translation,
dispute.section_title,DISPUTES,,MISSING — needs translation,
dispute.raise_cta,Raise a dispute,,MISSING — needs translation,
dispute.none,No disputes on this hire.,,MISSING — needs translation,
dispute.raise_title,Raise a dispute,,MISSING — needs translation,
dispute.description_placeholder,Describe what happened…,,MISSING — needs translation,
dispute.add_photo,Add photo ({{n}}/3),,MISSING — needs translation,
dispute.submit,Submit dispute,,MISSING — needs translation,
dispute.submitting,Submitting…,,MISSING — needs translation,
dispute.raise_fail,Couldn't raise the dispute. Try again.,,MISSING — needs translation,
dispute.reply,Reply,,MISSING — needs translation,
dispute.send_reply,Send reply,,MISSING — needs translation,
dispute.sending,Sending…,,MISSING — needs translation,
dispute.reply_placeholder,Add your side…,,MISSING — needs translation,
dispute.reply_fail,Couldn't send your reply. Try again.,,MISSING — needs translation,
dispute.mark_resolved,Mark resolved,,MISSING — needs translation,
dispute.withdraw,Withdraw,,MISSING — needs translation,
dispute.resolve,Resolve,,MISSING — needs translation,
dispute.cancel,Cancel,,MISSING — needs translation,
dispute.resolve_fail,Couldn't update the dispute. Try again.,,MISSING — needs translation,
dispute.resolve_confirm_title,Mark resolved?,,MISSING — needs translation,
dispute.resolve_confirm_body,This closes the dispute as settled. You can't reopen it.,,MISSING — needs translation,
dispute.withdraw_confirm_title,Withdraw dispute?,,MISSING — needs translation,
dispute.withdraw_confirm_body,This closes the dispute with no further action.,,MISSING — needs translation,
dispute.raised_by_you,Raised by you,,MISSING — needs translation,
dispute.raised_by_them,Raised by {{name}},,MISSING — needs translation,
dispute.you,You,,MISSING — needs translation,
dispute.closed_resolved,Closed — resolved,,MISSING — needs translation,
dispute.closed_dismissed,Closed — withdrawn,,MISSING — needs translation,
