key,english_source,current_tamil_translation,status,reviewer_notes
reels.menu_subtitle,Record a short video for employers,முதலாளிகளுக்கு ஒரு குறுகிய வீடியோவைப் பதிவு செய்யுங்கள்,translated,
reels.video_unavailable_title,Video unavailable,வீடியோ கிடைக்கவில்லை,translated,
reels.video_unavailable_body,This reel couldn't be loaded right now.,இந்த ரீலை இப்போது ஏற்ற முடியவில்லை.,translated,
reels.video_loading,Loading reel…,ரீல் ஏற்றப்படுகிறது…,translated,
smart_resume.card_title,Smart Resume,ஸ்மார்ட் ரெஸ்யூம்,translated,
smart_resume.card_body,"Get an AI-tailored version of your resume for this job — your skills and experience, retold to fit.","இந்த வேலைக்கான உங்கள் ரெஸ்யூமின் AI-தனிப்பயனாக்கப்பட்ட பதிப்பைப் பெறுங்கள் — உங்கள் திறன்களும் அனுபவமும், இந்த வேலைக்கு ஏற்ப.",translated,
smart_resume.card_cta,Tailor my resume for this job,இந்த வேலைக்கு என் ரெஸ்யூமை தயார் செய்,translated,
smart_resume.back,Back,பின்செல்,translated,
smart_resume.title,Smart Resume,ஸ்மார்ட் ரெஸ்யூம்,translated,
smart_resume.for_job,Tailored for: {{job}},இதற்காக தயாரிக்கப்பட்டது: {{job}},translated,
smart_resume.loading,Tailoring your resume…,உங்கள் ரெஸ்யூம் தயாரிக்கப்படுகிறது…,translated,
smart_resume.error,Could not tailor your resume right now. Please try again.,இப்போது உங்கள் ரெஸ்யூமை தயாரிக்க முடியவில்லை. மீண்டும் முயற்சிக்கவும்.,translated,
smart_resume.retry,Try again,மீண்டும் முயற்சி,translated,
smart_resume.pitch_label,WHY YOU FIT,நீங்கள் ஏன் பொருத்தம்,translated,
smart_resume.summary_label,Your summary,உங்கள் சுருக்கம்,translated,
smart_resume.skills_label,Your skills for this job,இந்த வேலைக்கான உங்கள் திறன்கள்,translated,
smart_resume.skills_hint,Ordered most-relevant first. ✓ means this job asked for it.,மிகவும் பொருத்தமானவை முதலில். ✓ என்றால் இந்த வேலை இதைக் கேட்டது.,translated,
smart_resume.experience_label,"Your experience, retold","உங்கள் அனுபவம், மீண்டும் சொல்லப்பட்டது",translated,
smart_resume.save_cta,Save summary to my profile,சுருக்கத்தை என் சுயவிவரத்தில் சேமி,translated,
smart_resume.saved,Saved to your profile,உங்கள் சுயவிவரத்தில் சேமிக்கப்பட்டது,translated,
smart_resume.save_hint,Updates the bio on your Doondo profile.,உங்கள் டூண்டோ சுயவிவரத்தின் பயோவைப் புதுப்பிக்கும்.,translated,
smart_resume.done,Done,முடிந்தது,translated,
smart_resume.summary_edit_hint,Edit it to sound like you,உங்கள் பாணியில் அதைத் திருத்துங்கள்,translated,
smart_resume.before_label,Your current profile summary,உங்கள் தற்போதைய சுயவிவர சுருக்கம்,translated,
smart_resume.listen,Listen,கேளுங்கள்,translated,
smart_resume.stop,Stop,நிறுத்து,translated,
smart_resume.gap_label,Skills to build for this job,இந்த வேலைக்காக கற்க வேண்டிய திறன்கள்,translated,
smart_resume.gap_hint,This job asks for these — a short course closes the gap.,இந்த வேலை இவற்றைக் கேட்கிறது — ஒரு குறுகிய பாடநெறி இடைவெளியை நிரப்பும்.,translated,
smart_resume.gap_cta,Find a course,பாடநெறியைக் கண்டறி,translated,
smart_resume.step_reading,Reading the job,வேலை படிக்கப்படுகிறது,translated,
smart_resume.step_matching,Matching your skills,உங்கள் திறன்கள் பொருத்தப்படுகின்றன,translated,
smart_resume.step_writing,Writing your summary,உங்கள் சுருக்கம் எழுதப்படுகிறது,translated,
